episode,t,factory_stock,warehouse_stock_0,warehouse_stock_1,production_level,shippings_to_warehouse_0,shippings_to_warehouse_1,timestep_reward,total_reward
25,27,5.0,4.0,3.0,0,0.0,0.0,334.0,3661.0
25,28,5.0,8.0,5.0,10,5.0,5.0,-119.0,3542.0
25,29,5.0,7.0,3.0,0,0.0,0.0,228.0,3770.0
25,30,0.0,6.0,7.0,0,0.0,5.0,94.0,3864.0
25,31,0.0,5.0,4.0,0,0.0,0.0,334.0,4198.0
25,32,5.0,4.0,7.0,10,0.0,5.0,-194.0,4004.0
25,33,0.0,8.0,5.0,0,5.0,0.0,207.0,4211.0
25,34,0.0,6.0,4.0,0,0.0,0.0,238.0,4449.0
25,35,5.0,5.0,7.0,10,0.0,5.0,-198.0,4251.0
25,36,5.0,4.0,4.0,0,0.0,0.0,328.0,4579.0
25,37,5.0,8.0,7.0,10,5.0,5.0,-225.0,4354.0
25,38,5.0,7.0,4.0,0,0.0,0.0,316.0,4670.0
25,39,0.0,6.0,6.0,0,0.0,5.0,288.0,4958.0
25,40,0.0,5.0,4.0,0,0.0,0.0,240.0,5198.0
25,41,5.0,4.0,7.0,10,0.0,5.0,-194.0,5004.0
25,42,0.0,7.0,5.0,0,5.0,0.0,307.0,5311.0
25,43,0.0,5.0,4.0,0,0.0,0.0,242.0,5553.0
25,44,5.0,3.0,8.0,10,0.0,5.0,-194.0,5359.0
25,45,0.0,6.0,7.0,0,5.0,0.0,205.0,5564.0
25,46,0.0,4.0,4.0,0,0.0,0.0,434.0,5998.0
25,47,0.0,8.0,6.0,10,5.0,5.0,-115.0,5883.0
25,48,0.0,6.0,4.0,0,0.0,0.0,332.0,6215.0
25,49,5.0,4.0,7.0,10,0.0,5.0,-98.0,6117.0
26,0,0.0,3.0,4.0,10,5.0,5.0,-175.0,-175.0
26,1,0.0,6.0,7.0,10,5.0,5.0,-111.0,-286.0
26,2,0.0,5.0,5.0,0,0.0,0.0,234.0,-52.0
26,3,0.0,3.0,3.0,0,0.0,0.0,350.0,298.0
26,4,0.0,6.0,7.0,10,5.0,5.0,-205.0,93.0
26,5,0.0,4.0,6.0,0,0.0,0.0,234.0,327.0
26,6,5.0,7.0,4.0,10,5.0,0.0,-77.0,250.0
26,7,0.0,6.0,7.0,0,0.0,5.0,188.0,438.0
26,8,0.0,5.0,4.0,0,0.0,0.0,334.0,772.0
26,9,5.0,3.0,7.0,10,0.0,5.0,-94.0,678.0
26,10,0.0,6.0,5.0,0,5.0,0.0,311.0,989.0
26,11,0.0,4.0,3.0,0,0.0,0.0,346.0,1335.0
26,12,0.0,7.0,7.0,10,5.0,5.0,-209.0,1126.0
26,13,0.0,5.0,4.0,0,0.0,0.0,430.0,1556.0
26,14,5.0,3.0,7.0,10,0.0,5.0,-94.0,1462.0
26,15,0.0,7.0,5.0,0,5.0,0.0,211.0,1673.0
26,16,0.0,6.0,3.0,0,0.0,0.0,242.0,1915.0
26,17,5.0,4.0,7.0,10,0.0,5.0,-192.0,1723.0
26,18,0.0,7.0,6.0,0,5.0,0.0,207.0,1930.0
26,19,0.0,6.0,4.0,0,0.0,0.0,236.0,2166.0
26,20,5.0,4.0,8.0,10,0.0,5.0,-198.0,1968.0
26,21,0.0,8.0,7.0,0,5.0,0.0,101.0,2069.0
26,22,0.0,6.0,4.0,0,0.0,0.0,426.0,2495.0
26,23,5.0,2.0,8.0,10,0.0,5.0,2.0,2497.0
26,24,0.0,5.0,6.0,0,5.0,0.0,309.0,2806.0
26,25,0.0,2.0,4.0,0,0.0,0.0,444.0,3250.0
26,26,0.0,5.0,7.0,10,5.0,5.0,-107.0,3143.0
26,27,0.0,3.0,5.0,0,0.0,0.0,338.0,3481.0
26,28,5.0,7.0,3.0,10,5.0,0.0,-167.0,3314.0
26,29,0.0,5.0,6.0,0,0.0,5.0,294.0,3608.0
26,30,0.0,4.0,4.0,0,0.0,0.0,244.0,3852.0
26,31,0.0,7.0,7.0,10,5.0,5.0,-115.0,3737.0
26,32,0.0,5.0,6.0,0,0.0,0.0,230.0,3967.0
26,33,0.0,3.0,3.0,0,0.0,0.0,444.0,4411.0
26,34,0.0,7.0,7.0,10,5.0,5.0,-305.0,4106.0
26,35,0.0,5.0,5.0,0,0.0,0.0,330.0,4436.0
26,36,0.0,4.0,3.0,0,0.0,0.0,250.0,4686.0
26,37,0.0,8.0,6.0,10,5.0,5.0,-209.0,4477.0
26,38,0.0,7.0,4.0,0,0.0,0.0,232.0,4709.0
26,39,5.0,6.0,7.0,10,0.0,5.0,-202.0,4507.0
26,40,5.0,4.0,5.0,0,0.0,0.0,324.0,4831.0
26,41,0.0,6.0,4.0,0,5.0,0.0,319.0,5150.0
26,42,5.0,4.0,7.0,10,0.0,5.0,-98.0,5052.0
26,43,0.0,8.0,5.0,0,5.0,0.0,207.0,5259.0
26,44,0.0,5.0,3.0,0,0.0,0.0,438.0,5697.0
26,45,5.0,4.0,7.0,10,0.0,5.0,-288.0,5409.0
26,46,0.0,7.0,5.0,0,5.0,0.0,307.0,5716.0
26,47,0.0,5.0,3.0,0,0.0,0.0,342.0,6058.0
26,48,5.0,3.0,6.0,10,0.0,5.0,-88.0,5970.0
26,49,0.0,7.0,4.0,0,5.0,0.0,217.0,6187.0
27,0,0.0,3.0,2.0,10,5.0,5.0,25.0,25.0
27,1,0.0,6.0,5.0,10,5.0,5.0,-99.0,-74.0
27,2,0.0,4.0,2.0,0,0.0,0.0,446.0,372.0
27,3,0.0,7.0,5.0,10,5.0,5.0,-103.0,269.0
27,4,0.0,5.0,2.0,0,0.0,0.0,442.0,711.0
27,5,5.0,3.0,5.0,10,0.0,5.0,-82.0,629.0
27,6,0.0,7.0,2.0,0,5.0,0.0,323.0,952.0
27,7,5.0,5.0,4.0,10,0.0,5.0,10.0,962.0
27,8,0.0,3.0,6.0,0,0.0,5.0,396.0,1358.0
27,9,5.0,7.0,4.0,10,5.0,0.0,-173.0,1185.0
27,10,0.0,5.0,6.0,0,0.0,5.0,388.0,1573.0
27,11,0.0,4.0,3.0,0,0.0,0.0,344.0,1917.0
27,12,0.0,8.0,6.0,10,5.0,5.0,-209.0,1708.0
27,13,0.0,7.0,4.0,0,0.0,0.0,232.0,1940.0
27,14,5.0,6.0,6.0,10,0.0,5.0,-102.0,1838.0
27,15,5.0,5.0,5.0,0,0.0,0.0,130.0,1968.0
27,16,5.0,4.0,4.0,0,0.0,0.0,140.0,2108.0
27,17,5.0,8.0,6.0,10,5.0,5.0,-125.0,1983.0
27,18,5.0,6.0,3.0,0,0.0,0.0,422.0,2405.0
27,19,0.0,5.0,6.0,0,0.0,5.0,198.0,2603.0
27,20,0.0,4.0,4.0,0,0.0,0.0,244.0,2847.0
27,21,0.0,7.0,7.0,10,5.0,5.0,-115.0,2732.0
27,22,0.0,5.0,6.0,0,0.0,0.0,230.0,2962.0
27,23,0.0,3.0,4.0,0,0.0,0.0,344.0,3306.0
27,24,0.0,7.0,7.0,10,5.0,5.0,-211.0,3095.0
27,25,0.0,6.0,4.0,0,0.0,0.0,330.0,3425.0
27,26,5.0,5.0,6.0,10,0.0,5.0,-98.0,3327.0
27,27,5.0,4.0,3.0,0,0.0,0.0,334.0,3661.0
27,28,5.0,8.0,5.0,10,5.0,5.0,-119.0,3542.0
27,29,5.0,7.0,3.0,0,0.0,0.0,228.0,3770.0
27,30,0.0,6.0,7.0,0,0.0,5.0,94.0,3864.0
27,31,0.0,5.0,4.0,0,0.0,0.0,334.0,4198.0
27,32,5.0,4.0,7.0,10,0.0,5.0,-194.0,4004.0
27,33,0.0,8.0,5.0,0,5.0,0.0,207.0,4211.0
27,34,0.0,6.0,4.0,0,0.0,0.0,238.0,4449.0
27,35,5.0,5.0,7.0,10,0.0,5.0,-198.0,4251.0
27,36,5.0,4.0,4.0,0,0.0,0.0,328.0,4579.0
27,37,5.0,8.0,7.0,10,5.0,5.0,-225.0,4354.0
27,38,5.0,7.0,4.0,0,0.0,0.0,316.0,4670.0
27,39,0.0,6.0,6.0,0,0.0,5.0,288.0,4958.0
27,40,0.0,5.0,4.0,0,0.0,0.0,240.0,5198.0
27,41,5.0,4.0,7.0,10,0.0,5.0,-194.0,5004.0
27,42,0.0,7.0,5.0,0,5.0,0.0,307.0,5311.0
27,43,0.0,5.0,4.0,0,0.0,0.0,242.0,5553.0
27,44,5.0,3.0,8.0,10,0.0,5.0,-194.0,5359.0
27,45,0.0,6.0,7.0,0,5.0,0.0,205.0,5564.0
27,46,0.0,4.0,4.0,0,0.0,0.0,434.0,5998.0
27,47,0.0,8.0,6.0,10,5.0,5.0,-115.0,5883.0
27,48,0.0,6.0,4.0,0,0.0,0.0,332.0,6215.0
27,49,5.0,4.0,7.0,10,0.0,5.0,-98.0,6117.0
28,0,0.0,1.0,3.0,10,5.0,5.0,125.0,125.0
28,1,0.0,5.0,7.0,10,5.0,5.0,-297.0,-172.0
28,2,0.0,3.0,5.0,0,0.0,0.0,338.0,166.0
28,3,5.0,7.0,4.0,10,5.0,0.0,-267.0,-101.0
28,4,0.0,6.0,7.0,0,0.0,5.0,188.0,87.0
28,5,0.0,5.0,5.0,0,0.0,0.0,234.0,321.0
28,6,0.0,4.0,3.0,0,0.0,0.0,250.0,571.0
28,7,0.0,8.0,5.0,10,5.0,5.0,-109.0,462.0
28,8,0.0,7.0,3.0,0,0.0,0.0,238.0,700.0
28,9,5.0,5.0,4.0,10,0.0,5.0,104.0,804.0
28,10,0.0,2.0,7.0,0,0.0,5.0,396.0,1200.0
28,11,5.0,6.0,2.0,10,5.0,0.0,125.0,1325.0
28,12,0.0,4.0,5.0,0,0.0,5.0,304.0,1629.0
28,13,5.0,7.0,3.0,10,5.0,0.0,-71.0,1558.0
28,14,0.0,6.0,7.0,0,0.0,5.0,94.0,1652.0
28,15,0.0,5.0,5.0,0,0.0,0.0,234.0,1886.0
28,16,0.0,4.0,4.0,0,0.0,0.0,150.0,2036.0
28,17,0.0,8.0,8.0,10,5.0,5.0,-315.0,1721.0
28,18,0.0,6.0,6.0,0,0.0,0.0,320.0,2041.0
28,19,0.0,4.0,3.0,0,0.0,0.0,440.0,2481.0
28,20,0.0,7.0,6.0,10,5.0,5.0,-109.0,2372.0
28,21,0.0,5.0,4.0,0,0.0,0.0,336.0,2708.0
28,22,5.0,3.0,7.0,10,0.0,5.0,-94.0,2614.0
28,23,0.0,6.0,6.0,0,5.0,0.0,211.0,2825.0
28,24,0.0,3.0,4.0,0,0.0,0.0,440.0,3265.0
28,25,0.0,7.0,8.0,10,5.0,5.0,-311.0,2954.0
28,26,0.0,6.0,6.0,0,0.0,0.0,224.0,3178.0
28,27,0.0,4.0,4.0,0,0.0,0.0,340.0,3518.0
28,28,0.0,6.0,8.0,10,5.0,5.0,-115.0,3403.0
28,29,0.0,5.0,5.0,0,0.0,0.0,328.0,3731.0
28,30,0.0,4.0,3.0,0,0.0,0.0,250.0,3981.0
28,31,0.0,8.0,6.0,10,5.0,5.0,-209.0,3772.0
28,32,0.0,6.0,4.0,0,0.0,0.0,332.0,4104.0
28,33,5.0,4.0,7.0,10,0.0,5.0,-98.0,4006.0
28,34,0.0,7.0,5.0,0,5.0,0.0,307.0,4313.0
28,35,0.0,4.0,4.0,0,0.0,0.0,342.0,4655.0
28,36,0.0,7.0,7.0,10,5.0,5.0,-115.0,4540.0
28,37,0.0,5.0,4.0,0,0.0,0.0,430.0,4970.0
28,38,5.0,3.0,7.0,10,0.0,5.0,-94.0,4876.0
28,39,0.0,7.0,6.0,0,5.0,0.0,111.0,4987.0
28,40,0.0,6.0,4.0,0,0.0,0.0,236.0,5223.0
28,41,5.0,3.0,6.0,10,0.0,5.0,102.0,5325.0
28,42,0.0,6.0,4.0,0,5.0,0.0,317.0,5642.0
28,43,5.0,4.0,7.0,10,0.0,5.0,-98.0,5544.0
28,44,0.0,7.0,6.0,0,5.0,0.0,207.0,5751.0
28,45,0.0,5.0,3.0,0,0.0,0.0,436.0,6187.0
28,46,5.0,4.0,6.0,10,0.0,5.0,-188.0,5999.0
28,47,0.0,7.0,4.0,0,5.0,0.0,313.0,6312.0
28,48,5.0,5.0,7.0,10,0.0,5.0,-102.0,6210.0
28,49,5.0,4.0,5.0,0,0.0,0.0,228.0,6438.0
29,0,0.0,3.0,2.0,10,5.0,5.0,25.0,25.0
29,1,0.0,7.0,4.0,10,5.0,5.0,-99.0,-74.0
29,2,5.0,5.0,8.0,10,0.0,5.0,-202.0,-276.0
29,3,5.0,4.0,5.0,0,0.0,0.0,322.0,46.0
29,4,0.0,7.0,4.0,0,5.0,0.0,219.0,265.0
29,5,5.0,6.0,7.0,10,0.0,5.0,-202.0,63.0
29,6,5.0,5.0,4.0,0,0.0,0.0,324.0,387.0
29,7,0.0,4.0,7.0,0,0.0,5.0,196.0,583.0
29,8,5.0,8.0,4.0,10,5.0,0.0,-83.0,500.0
29,9,0.0,7.0,6.0,0,0.0,5.0,284.0,784.0
29,10,0.0,6.0,5.0,0,0.0,0.0,136.0,920.0
29,11,0.0,4.0,2.0,0,0.0,0.0,446.0,1366.0
29,12,0.0,8.0,6.0,10,5.0,5.0,-303.0,1063.0
29,13,0.0,7.0,4.0,0,0.0,0.0,232.0,1295.0
29,14,5.0,5.0,7.0,10,0.0,5.0,-102.0,1193.0
29,15,5.0,3.0,4.0,0,0.0,0.0,428.0,1621.0
29,16,5.0,7.0,6.0,10,5.0,5.0,-121.0,1500.0
29,17,5.0,6.0,4.0,0,0.0,0.0,226.0,1726.0
29,18,0.0,4.0,7.0,0,0.0,5.0,292.0,2018.0
29,19,5.0,8.0,5.0,10,5.0,0.0,-183.0,1835.0
29,20,5.0,7.0,3.0,0,0.0,0.0,228.0,2063.0
29,21,0.0,6.0,7.0,0,0.0,5.0,94.0,2157.0
29,22,0.0,5.0,5.0,0,0.0,0.0,234.0,2391.0
29,23,0.0,4.0,3.0,0,0.0,0.0,250.0,2641.0
29,24,0.0,7.0,7.0,10,5.0,5.0,-209.0,2432.0
29,25,0.0,6.0,5.0,0,0.0,0.0,230.0,2662.0
29,26,0.0,5.0,2.0,0,0.0,0.0,346.0,3008.0
29,27,5.0,4.0,6.0,10,0.0,5.0,-282.0,2726.0
29,28,0.0,8.0,4.0,0,5.0,0.0,213.0,2939.0
29,29,5.0,7.0,6.0,10,0.0,5.0,-106.0,2833.0
29,30,5.0,5.0,4.0,0,0.0,0.0,326.0,3159.0
29,31,0.0,4.0,7.0,0,0.0,5.0,196.0,3355.0
29,32,5.0,7.0,4.0,10,5.0,0.0,17.0,3372.0
29,33,0.0,5.0,6.0,0,0.0,5.0,388.0,3760.0
29,34,0.0,4.0,5.0,0,0.0,0.0,144.0,3904.0
29,35,5.0,8.0,3.0,10,5.0,0.0,-171.0,3733.0
29,36,0.0,7.0,6.0,0,0.0,5.0,190.0,3923.0
29,37,0.0,6.0,4.0,0,0.0,0.0,236.0,4159.0
29,38,5.0,5.0,7.0,10,0.0,5.0,-198.0,3961.0
29,39,5.0,3.0,6.0,0,0.0,0.0,228.0,4189.0
29,40,0.0,7.0,4.0,0,5.0,0.0,217.0,4406.0
29,41,5.0,6.0,6.0,10,0.0,5.0,-102.0,4304.0
29,42,5.0,5.0,5.0,0,0.0,0.0,130.0,4434.0
29,43,5.0,4.0,2.0,0,0.0,0.0,340.0,4774.0
29,44,5.0,7.0,5.0,10,5.0,5.0,-113.0,4661.0
29,45,5.0,5.0,3.0,0,0.0,0.0,332.0,4993.0
29,46,0.0,4.0,7.0,0,0.0,5.0,102.0,5095.0
29,47,5.0,8.0,5.0,10,5.0,0.0,-183.0,4912.0
29,48,5.0,7.0,2.0,0,0.0,0.0,328.0,5240.0
29,49,0.0,6.0,4.0,0,0.0,5.0,300.0,5540.0
30,0,0.0,3.0,3.0,10,5.0,5.0,-75.0,-75.0
30,1,0.0,6.0,7.0,10,5.0,5.0,-205.0,-280.0
30,2,0.0,4.0,6.0,0,0.0,0.0,234.0,-46.0
30,3,5.0,7.0,4.0,10,5.0,0.0,-77.0,-123.0
30,4,0.0,6.0,8.0,0,0.0,5.0,88.0,-35.0
30,5,0.0,4.0,7.0,0,0.0,0.0,228.0,193.0
30,6,5.0,8.0,5.0,10,5.0,0.0,-183.0,10.0
30,7,5.0,7.0,4.0,0,0.0,0.0,128.0,138.0
30,8,0.0,4.0,7.0,0,0.0,5.0,388.0,526.0
30,9,5.0,8.0,6.0,10,5.0,0.0,-283.0,243.0
30,10,5.0,7.0,4.0,0,0.0,0.0,222.0,465.0
30,11,0.0,5.0,7.0,0,0.0,5.0,288.0,753.0
30,12,0.0,3.0,5.0,0,0.0,0.0,338.0,1091.0
30,13,5.0,6.0,4.0,10,5.0,0.0,-167.0,924.0
30,14,0.0,5.0,7.0,0,0.0,5.0,192.0,1116.0
30,15,0.0,3.0,4.0,0,0.0,0.0,438.0,1554.0
30,16,0.0,6.0,8.0,10,5.0,5.0,-211.0,1343.0
30,17,0.0,3.0,6.0,0,0.0,0.0,428.0,1771.0
30,18,5.0,6.0,4.0,10,5.0,0.0,-73.0,1698.0
30,19,0.0,4.0,7.0,0,0.0,5.0,292.0,1990.0
30,20,5.0,7.0,5.0,10,5.0,0.0,-83.0,1907.0
30,21,5.0,6.0,3.0,0,0.0,0.0,232.0,2139.0
30,22,0.0,5.0,7.0,0,0.0,5.0,98.0,2237.0
30,23,0.0,3.0,5.0,0,0.0,0.0,338.0,2575.0
30,24,5.0,6.0,3.0,10,5.0,0.0,-67.0,2508.0
30,25,0.0,4.0,6.0,0,0.0,5.0,298.0,2806.0
30,26,5.0,7.0,4.0,10,5.0,0.0,-77.0,2729.0
30,27,0.0,5.0,7.0,0,0.0,5.0,288.0,3017.0
30,28,0.0,4.0,6.0,0,0.0,0.0,138.0,3155.0
30,29,5.0,7.0,4.0,10,5.0,0.0,-77.0,3078.0
30,30,0.0,4.0,7.0,0,0.0,5.0,388.0,3466.0
30,31,5.0,8.0,5.0,10,5.0,0.0,-183.0,3283.0
30,32,5.0,6.0,3.0,0,0.0,0.0,328.0,3611.0
30,33,0.0,5.0,7.0,0,0.0,5.0,98.0,3709.0
30,34,0.0,1.0,6.0,0,0.0,0.0,438.0,4147.0
30,35,5.0,3.0,4.0,10,5.0,0.0,35.0,4182.0
30,36,5.0,7.0,7.0,10,5.0,5.0,-221.0,3961.0
30,37,5.0,5.0,5.0,0,0.0,0.0,320.0,4281.0
30,38,5.0,3.0,3.0,0,0.0,0.0,340.0,4621.0
30,39,5.0,6.0,6.0,10,5.0,5.0,-115.0,4506.0
30,40,5.0,4.0,4.0,0,0.0,0.0,330.0,4836.0
30,41,5.0,7.0,8.0,10,5.0,5.0,-225.0,4611.0
30,42,5.0,6.0,6.0,0,0.0,0.0,214.0,4825.0
30,43,5.0,5.0,5.0,0,0.0,0.0,130.0,4955.0
30,44,5.0,2.0,3.0,0,0.0,0.0,440.0,5395.0
30,45,5.0,6.0,7.0,10,5.0,5.0,-311.0,5084.0
30,46,5.0,4.0,5.0,0,0.0,0.0,324.0,5408.0
30,47,0.0,5.0,2.0,0,5.0,0.0,619.0,6027.0
30,48,5.0,3.0,5.0,10,0.0,5.0,-82.0,5945.0
30,49,0.0,7.0,3.0,0,5.0,0.0,223.0,6168.0
31,0,0.0,4.0,3.0,10,5.0,5.0,-175.0,-175.0
31,1,0.0,7.0,7.0,10,5.0,5.0,-209.0,-384.0
31,2,0.0,6.0,5.0,0,0.0,0.0,230.0,-154.0
31,3,0.0,4.0,2.0,0,0.0,0.0,446.0,292.0
31,4,0.0,7.0,4.0,10,5.0,5.0,-3.0,289.0
31,5,5.0,5.0,7.0,10,0.0,5.0,-102.0,187.0
31,6,5.0,4.0,5.0,0,0.0,0.0,228.0,415.0
31,7,0.0,7.0,3.0,0,5.0,0.0,319.0,734.0
31,8,5.0,5.0,5.0,10,0.0,5.0,4.0,738.0
31,9,5.0,4.0,2.0,0,0.0,0.0,340.0,1078.0
31,10,5.0,8.0,5.0,10,5.0,5.0,-213.0,865.0
31,11,5.0,7.0,2.0,0,0.0,0.0,328.0,1193.0
31,12,0.0,6.0,5.0,0,0.0,5.0,200.0,1393.0
31,13,0.0,5.0,3.0,0,0.0,0.0,246.0,1639.0
31,14,5.0,4.0,6.0,10,0.0,5.0,-188.0,1451.0
31,15,0.0,8.0,3.0,0,5.0,0.0,313.0,1764.0
31,16,5.0,6.0,5.0,10,0.0,5.0,0.0,1764.0
31,17,5.0,5.0,3.0,0,0.0,0.0,236.0,2000.0
31,18,0.0,4.0,7.0,0,0.0,5.0,102.0,2102.0
31,19,5.0,8.0,6.0,10,5.0,0.0,-283.0,1819.0
31,20,5.0,6.0,4.0,0,0.0,0.0,322.0,2141.0
31,21,0.0,4.0,6.0,0,0.0,5.0,392.0,2533.0
31,22,5.0,7.0,3.0,10,5.0,0.0,23.0,2556.0
31,23,0.0,5.0,7.0,0,0.0,5.0,194.0,2750.0
31,24,0.0,4.0,5.0,0,0.0,0.0,238.0,2988.0
31,25,5.0,7.0,2.0,10,5.0,0.0,29.0,3017.0
31,26,0.0,5.0,6.0,0,0.0,5.0,200.0,3217.0
31,27,0.0,4.0,4.0,0,0.0,0.0,244.0,3461.0
31,28,0.0,8.0,7.0,10,5.0,5.0,-215.0,3246.0
31,29,0.0,6.0,5.0,0,0.0,0.0,326.0,3572.0
31,30,0.0,4.0,2.0,0,0.0,0.0,446.0,4018.0
31,31,0.0,7.0,5.0,10,5.0,5.0,-103.0,3915.0
31,32,0.0,6.0,3.0,0,0.0,0.0,242.0,4157.0
31,33,5.0,5.0,6.0,10,0.0,5.0,-192.0,3965.0
31,34,5.0,4.0,5.0,0,0.0,0.0,134.0,4099.0
31,35,0.0,7.0,3.0,0,5.0,0.0,319.0,4418.0
31,36,5.0,6.0,5.0,10,0.0,5.0,-96.0,4322.0
31,37,5.0,4.0,4.0,0,0.0,0.0,236.0,4558.0
31,38,5.0,8.0,7.0,10,5.0,5.0,-225.0,4333.0
31,39,5.0,6.0,5.0,0,0.0,0.0,316.0,4649.0
31,40,5.0,4.0,3.0,0,0.0,0.0,336.0,4985.0
31,41,5.0,8.0,7.0,10,5.0,5.0,-319.0,4666.0
31,42,5.0,6.0,5.0,0,0.0,0.0,316.0,4982.0
31,43,5.0,5.0,4.0,0,0.0,0.0,136.0,5118.0
31,44,0.0,4.0,8.0,0,0.0,5.0,96.0,5214.0
31,45,5.0,8.0,6.0,10,5.0,0.0,-189.0,5025.0
31,46,5.0,7.0,3.0,0,0.0,0.0,322.0,5347.0
31,47,0.0,6.0,5.0,0,0.0,5.0,294.0,5641.0
31,48,0.0,5.0,3.0,0,0.0,0.0,246.0,5887.0
31,49,5.0,4.0,5.0,10,0.0,5.0,-88.0,5799.0
32,0,0.0,4.0,3.0,10,5.0,5.0,-175.0,-175.0
32,1,0.0,7.0,5.0,10,5.0,5.0,-9.0,-184.0
32,2,0.0,6.0,2.0,0,0.0,0.0,342.0,158.0
32,3,5.0,5.0,5.0,10,0.0,5.0,-186.0,-28.0
32,4,5.0,4.0,2.0,0,0.0,0.0,340.0,312.0
32,5,5.0,8.0,4.0,10,5.0,5.0,-113.0,199.0
32,6,0.0,7.0,8.0,0,0.0,5.0,84.0,283.0
32,7,0.0,6.0,6.0,0,0.0,0.0,224.0,507.0
32,8,0.0,5.0,3.0,0,0.0,0.0,340.0,847.0
32,9,5.0,3.0,5.0,10,0.0,5.0,12.0,859.0
32,10,0.0,6.0,2.0,0,5.0,0.0,423.0,1282.0
32,11,5.0,4.0,5.0,10,0.0,5.0,-86.0,1196.0
32,12,0.0,8.0,3.0,0,5.0,0.0,219.0,1415.0
32,13,5.0,6.0,6.0,10,0.0,5.0,-100.0,1315.0
32,14,5.0,4.0,4.0,0,0.0,0.0,330.0,1645.0
32,15,5.0,7.0,7.0,10,5.0,5.0,-125.0,1520.0
32,16,5.0,6.0,6.0,0,0.0,0.0,120.0,1640.0
32,17,5.0,4.0,5.0,0,0.0,0.0,230.0,1870.0
32,18,0.0,7.0,4.0,0,5.0,0.0,219.0,2089.0
32,19,5.0,5.0,7.0,10,0.0,5.0,-102.0,1987.0
32,20,5.0,3.0,5.0,0,0.0,0.0,328.0,2315.0
32,21,0.0,7.0,3.0,0,5.0,0.0,223.0,2538.0
32,22,5.0,5.0,6.0,10,0.0,5.0,-96.0,2442.0
32,23,5.0,3.0,5.0,0,0.0,0.0,234.0,2676.0
32,24,0.0,7.0,3.0,0,5.0,0.0,223.0,2899.0
32,25,5.0,5.0,7.0,10,0.0,5.0,-196.0,2703.0
32,26,5.0,2.0,6.0,0,0.0,0.0,328.0,3031.0
32,27,0.0,5.0,4.0,0,5.0,0.0,321.0,3352.0
32,28,5.0,4.0,8.0,10,0.0,5.0,-294.0,3058.0
32,29,0.0,7.0,7.0,0,5.0,0.0,201.0,3259.0
32,30,0.0,4.0,6.0,0,0.0,0.0,330.0,3589.0
32,31,5.0,7.0,5.0,10,5.0,0.0,-177.0,3412.0
32,32,5.0,5.0,4.0,0,0.0,0.0,232.0,3644.0
32,33,0.0,3.0,8.0,0,0.0,5.0,196.0,3840.0
32,34,5.0,6.0,7.0,10,5.0,0.0,-185.0,3655.0
32,35,5.0,4.0,5.0,0,0.0,0.0,324.0,3979.0
32,36,0.0,7.0,3.0,0,5.0,0.0,319.0,4298.0
32,37,5.0,4.0,7.0,10,0.0,5.0,-96.0,4202.0
32,38,0.0,8.0,5.0,0,5.0,0.0,207.0,4409.0
32,39,0.0,6.0,4.0,0,0.0,0.0,238.0,4647.0
32,40,5.0,4.0,8.0,10,0.0,5.0,-198.0,4449.0
32,41,0.0,8.0,6.0,0,5.0,0.0,201.0,4650.0
32,42,0.0,6.0,4.0,0,0.0,0.0,332.0,4982.0
32,43,5.0,4.0,8.0,10,0.0,5.0,-198.0,4784.0
32,44,0.0,7.0,6.0,0,5.0,0.0,301.0,5085.0
32,45,0.0,5.0,4.0,0,0.0,0.0,336.0,5421.0
32,46,5.0,4.0,8.0,10,0.0,5.0,-294.0,5127.0
32,47,0.0,7.0,7.0,0,5.0,0.0,201.0,5328.0
32,48,0.0,6.0,6.0,0,0.0,0.0,130.0,5458.0
32,49,0.0,4.0,5.0,0,0.0,0.0,240.0,5698.0
33,0,0.0,3.0,3.0,10,5.0,5.0,-75.0,-75.0
33,1,0.0,6.0,6.0,10,5.0,5.0,-105.0,-180.0
33,2,0.0,5.0,4.0,0,0.0,0.0,240.0,60.0
33,3,5.0,3.0,7.0,10,0.0,5.0,-94.0,-34.0
33,4,0.0,6.0,5.0,0,5.0,0.0,311.0,277.0
33,5,0.0,5.0,4.0,0,0.0,0.0,146.0,423.0
33,6,5.0,4.0,8.0,10,0.0,5.0,-294.0,129.0
33,7,0.0,7.0,5.0,0,5.0,0.0,401.0,530.0
33,8,0.0,6.0,4.0,0,0.0,0.0,142.0,672.0
33,9,5.0,4.0,7.0,10,0.0,5.0,-98.0,574.0
33,10,0.0,7.0,4.0,0,5.0,0.0,407.0,981.0
33,11,5.0,5.0,7.0,10,0.0,5.0,-102.0,879.0
33,12,5.0,3.0,4.0,0,0.0,0.0,428.0,1307.0
33,13,5.0,7.0,7.0,10,5.0,5.0,-221.0,1086.0
33,14,5.0,5.0,6.0,0,0.0,0.0,220.0,1306.0
33,15,5.0,3.0,4.0,0,0.0,0.0,334.0,1640.0
33,16,5.0,7.0,7.0,10,5.0,5.0,-221.0,1419.0
33,17,5.0,6.0,6.0,0,0.0,0.0,120.0,1539.0
33,18,5.0,4.0,3.0,0,0.0,0.0,430.0,1969.0
33,19,5.0,7.0,6.0,10,5.0,5.0,-119.0,1850.0
33,20,5.0,6.0,3.0,0,0.0,0.0,326.0,2176.0
33,21,0.0,5.0,6.0,0,0.0,5.0,198.0,2374.0
