episode,t,factory_stock,warehouse_stock_0,warehouse_stock_1,production_level,shippings_to_warehouse_0,shippings_to_warehouse_1,timestep_reward,total_reward
1,39,0.0,8.0,6.0,10,5.0,5.0,-209.0,4814.0
1,40,0.0,7.0,5.0,0,0.0,0.0,132.0,4946.0
1,41,0.0,6.0,3.0,0,0.0,0.0,242.0,5188.0
1,42,5.0,5.0,6.0,10,0.0,5.0,-192.0,4996.0
1,43,5.0,4.0,4.0,0,0.0,0.0,234.0,5230.0
1,44,5.0,7.0,7.0,10,5.0,5.0,-125.0,5105.0
1,45,5.0,6.0,4.0,0,0.0,0.0,320.0,5425.0
1,46,0.0,5.0,6.0,0,0.0,5.0,292.0,5717.0
1,47,0.0,4.0,4.0,0,0.0,0.0,244.0,5961.0
1,48,0.0,8.0,7.0,10,5.0,5.0,-215.0,5746.0
1,49,0.0,7.0,6.0,0,0.0,0.0,126.0,5872.0
2,0,0.0,4.0,3.0,10,5.0,5.0,-175.0,-175.0
2,1,0.0,8.0,7.0,10,5.0,5.0,-309.0,-484.0
2,2,0.0,7.0,4.0,0,0.0,0.0,326.0,-158.0
2,3,5.0,6.0,8.0,10,0.0,5.0,-302.0,-460.0
2,4,5.0,5.0,6.0,0,0.0,0.0,218.0,-242.0
2,5,5.0,3.0,3.0,0,0.0,0.0,434.0,192.0
2,6,5.0,6.0,6.0,10,5.0,5.0,-115.0,77.0
2,7,5.0,5.0,4.0,0,0.0,0.0,230.0,307.0
2,8,0.0,4.0,7.0,0,0.0,5.0,196.0,503.0
2,9,5.0,7.0,4.0,10,5.0,0.0,17.0,520.0
2,10,0.0,6.0,6.0,0,0.0,5.0,288.0,808.0
2,11,0.0,4.0,4.0,0,0.0,0.0,340.0,1148.0
2,12,0.0,8.0,6.0,10,5.0,5.0,-115.0,1033.0
2,13,0.0,7.0,5.0,0,0.0,0.0,132.0,1165.0
2,14,0.0,6.0,3.0,0,0.0,0.0,242.0,1407.0
2,15,5.0,5.0,5.0,10,0.0,5.0,-92.0,1315.0
2,16,5.0,4.0,3.0,0,0.0,0.0,240.0,1555.0
2,17,5.0,8.0,6.0,10,5.0,5.0,-219.0,1336.0
2,18,5.0,6.0,4.0,0,0.0,0.0,322.0,1658.0
2,19,0.0,5.0,6.0,0,0.0,5.0,292.0,1950.0
2,20,0.0,4.0,4.0,0,0.0,0.0,244.0,2194.0
2,21,0.0,8.0,7.0,10,5.0,5.0,-215.0,1979.0
2,22,0.0,7.0,4.0,0,0.0,0.0,326.0,2305.0
2,23,5.0,5.0,8.0,10,0.0,5.0,-202.0,2103.0
2,24,5.0,3.0,6.0,0,0.0,0.0,322.0,2425.0
2,25,0.0,7.0,4.0,0,5.0,0.0,217.0,2642.0
2,26,5.0,6.0,6.0,10,0.0,5.0,-102.0,2540.0
2,27,5.0,4.0,3.0,0,0.0,0.0,430.0,2970.0
2,28,5.0,7.0,7.0,10,5.0,5.0,-219.0,2751.0
2,29,5.0,6.0,4.0,0,0.0,0.0,320.0,3071.0
2,30,0.0,4.0,7.0,0,0.0,5.0,292.0,3363.0
2,31,5.0,8.0,5.0,10,5.0,0.0,-183.0,3180.0
2,32,5.0,6.0,3.0,0,0.0,0.0,328.0,3508.0
2,33,0.0,4.0,7.0,0,0.0,5.0,198.0,3706.0
2,34,5.0,7.0,5.0,10,5.0,0.0,-83.0,3623.0
2,35,5.0,6.0,3.0,0,0.0,0.0,232.0,3855.0
2,36,0.0,5.0,6.0,0,0.0,5.0,198.0,4053.0
2,37,0.0,3.0,5.0,0,0.0,0.0,244.0,4297.0
2,38,5.0,7.0,4.0,10,5.0,0.0,-267.0,4030.0
2,39,0.0,6.0,7.0,0,0.0,5.0,188.0,4218.0
2,40,0.0,5.0,5.0,0,0.0,0.0,234.0,4452.0
2,41,0.0,4.0,3.0,0,0.0,0.0,250.0,4702.0
2,42,0.0,7.0,7.0,10,5.0,5.0,-209.0,4493.0
2,43,0.0,6.0,6.0,0,0.0,0.0,130.0,4623.0
2,44,0.0,5.0,5.0,0,0.0,0.0,140.0,4763.0
2,45,0.0,4.0,3.0,0,0.0,0.0,250.0,5013.0
2,46,0.0,8.0,5.0,10,5.0,5.0,-109.0,4904.0
2,47,0.0,7.0,2.0,0,0.0,0.0,338.0,5242.0
2,48,5.0,6.0,5.0,10,0.0,5.0,-190.0,5052.0
2,49,5.0,5.0,4.0,0,0.0,0.0,136.0,5188.0
3,0,0.0,3.0,3.0,10,5.0,5.0,-75.0,-75.0
3,1,0.0,7.0,6.0,10,5.0,5.0,-205.0,-280.0
3,2,0.0,6.0,4.0,0,0.0,0.0,236.0,-44.0
3,3,5.0,4.0,8.0,10,0.0,5.0,-198.0,-242.0
3,4,0.0,8.0,7.0,0,5.0,0.0,101.0,-141.0
3,5,0.0,7.0,5.0,0,0.0,0.0,226.0,85.0
3,6,0.0,5.0,3.0,0,0.0,0.0,342.0,427.0
3,7,5.0,4.0,6.0,10,0.0,5.0,-188.0,239.0
3,8,0.0,5.0,4.0,0,5.0,0.0,513.0,752.0
3,9,5.0,4.0,8.0,10,0.0,5.0,-294.0,458.0
3,10,0.0,8.0,7.0,0,5.0,0.0,101.0,559.0
3,11,0.0,7.0,5.0,0,0.0,0.0,226.0,785.0
3,12,0.0,6.0,3.0,0,0.0,0.0,242.0,1027.0
3,13,5.0,4.0,6.0,10,0.0,5.0,-92.0,935.0
3,14,0.0,7.0,4.0,0,5.0,0.0,313.0,1248.0
3,15,5.0,6.0,7.0,10,0.0,5.0,-202.0,1046.0
3,16,5.0,4.0,5.0,0,0.0,0.0,324.0,1370.0
3,17,0.0,8.0,3.0,0,5.0,0.0,219.0,1589.0
3,18,5.0,5.0,6.0,10,0.0,5.0,0.0,1589.0
3,19,5.0,3.0,4.0,0,0.0,0.0,334.0,1923.0
3,20,5.0,6.0,7.0,10,5.0,5.0,-121.0,1802.0
3,21,5.0,4.0,6.0,0,0.0,0.0,224.0,2026.0
3,22,0.0,8.0,5.0,0,5.0,0.0,113.0,2139.0
3,23,0.0,6.0,2.0,0,0.0,0.0,438.0,2577.0
3,24,5.0,5.0,5.0,10,0.0,5.0,-186.0,2391.0
3,25,5.0,4.0,4.0,0,0.0,0.0,140.0,2531.0
3,26,5.0,8.0,7.0,10,5.0,5.0,-225.0,2306.0
3,27,5.0,4.0,4.0,0,0.0,0.0,616.0,2922.0
3,28,5.0,7.0,8.0,10,5.0,5.0,-225.0,2697.0
3,29,5.0,6.0,7.0,0,0.0,0.0,114.0,2811.0
3,30,5.0,5.0,5.0,0,0.0,0.0,224.0,3035.0
3,31,5.0,3.0,3.0,0,0.0,0.0,340.0,3375.0
3,32,5.0,7.0,6.0,10,5.0,5.0,-215.0,3160.0
3,33,5.0,6.0,4.0,0,0.0,0.0,226.0,3386.0
3,34,0.0,4.0,7.0,0,0.0,5.0,292.0,3678.0
3,35,5.0,6.0,5.0,10,5.0,0.0,17.0,3695.0
3,36,5.0,4.0,3.0,0,0.0,0.0,336.0,4031.0
3,37,5.0,7.0,5.0,10,5.0,5.0,-19.0,4012.0
3,38,5.0,5.0,3.0,0,0.0,0.0,332.0,4344.0
3,39,0.0,3.0,6.0,0,0.0,5.0,302.0,4646.0
3,40,5.0,6.0,5.0,10,5.0,0.0,-173.0,4473.0
3,41,5.0,5.0,3.0,0,0.0,0.0,236.0,4709.0
3,42,0.0,3.0,6.0,0,0.0,5.0,302.0,5011.0
3,43,5.0,7.0,4.0,10,5.0,0.0,-173.0,4838.0
3,44,0.0,6.0,8.0,0,0.0,5.0,88.0,4926.0
3,45,0.0,4.0,7.0,0,0.0,0.0,228.0,5154.0
3,46,5.0,7.0,5.0,10,5.0,0.0,-83.0,5071.0
3,47,5.0,6.0,3.0,0,0.0,0.0,232.0,5303.0
3,48,0.0,5.0,6.0,0,0.0,5.0,198.0,5501.0
3,49,0.0,2.0,4.0,0,0.0,0.0,444.0,5945.0
4,0,0.0,4.0,4.0,10,5.0,5.0,-275.0,-275.0
4,1,0.0,8.0,8.0,10,5.0,5.0,-315.0,-590.0
4,2,0.0,7.0,7.0,0,0.0,0.0,120.0,-470.0
4,3,0.0,5.0,5.0,0,0.0,0.0,330.0,-140.0
4,4,0.0,3.0,3.0,0,0.0,0.0,350.0,210.0
4,5,0.0,7.0,6.0,10,5.0,5.0,-205.0,5.0
4,6,0.0,6.0,4.0,0,0.0,0.0,236.0,241.0
4,7,5.0,5.0,7.0,10,0.0,5.0,-198.0,43.0
4,8,5.0,4.0,5.0,0,0.0,0.0,228.0,271.0
4,9,0.0,8.0,2.0,0,5.0,0.0,319.0,590.0
4,10,5.0,7.0,6.0,10,0.0,5.0,-294.0,296.0
4,11,5.0,6.0,4.0,0,0.0,0.0,226.0,522.0
4,12,0.0,4.0,7.0,0,0.0,5.0,292.0,814.0
4,13,5.0,8.0,5.0,10,5.0,0.0,-183.0,631.0
4,14,5.0,6.0,4.0,0,0.0,0.0,228.0,859.0
4,15,0.0,3.0,8.0,0,0.0,5.0,292.0,1151.0
4,16,5.0,7.0,6.0,10,5.0,0.0,-185.0,966.0
4,17,5.0,6.0,4.0,0,0.0,0.0,226.0,1192.0
4,18,0.0,5.0,7.0,0,0.0,5.0,192.0,1384.0
4,19,0.0,4.0,5.0,0,0.0,0.0,238.0,1622.0
4,20,5.0,7.0,3.0,10,5.0,0.0,-71.0,1551.0
4,21,0.0,6.0,6.0,0,0.0,5.0,194.0,1745.0
4,22,0.0,5.0,4.0,0,0.0,0.0,240.0,1985.0
4,23,5.0,4.0,7.0,10,0.0,5.0,-194.0,1791.0
4,24,0.0,7.0,5.0,0,5.0,0.0,307.0,2098.0
4,25,0.0,5.0,3.0,0,0.0,0.0,342.0,2440.0
4,26,5.0,3.0,5.0,10,0.0,5.0,12.0,2452.0
4,27,0.0,7.0,4.0,0,5.0,0.0,123.0,2575.0
4,28,5.0,6.0,6.0,10,0.0,5.0,-102.0,2473.0
4,29,5.0,4.0,5.0,0,0.0,0.0,230.0,2703.0
4,30,0.0,8.0,4.0,0,5.0,0.0,119.0,2822.0
4,31,5.0,6.0,7.0,10,0.0,5.0,-106.0,2716.0
4,32,5.0,4.0,5.0,0,0.0,0.0,324.0,3040.0
4,33,0.0,6.0,3.0,0,5.0,0.0,419.0,3459.0
4,34,5.0,5.0,5.0,10,0.0,5.0,-92.0,3367.0
4,35,5.0,4.0,3.0,0,0.0,0.0,240.0,3607.0
4,36,5.0,7.0,7.0,10,5.0,5.0,-219.0,3388.0
4,37,5.0,6.0,5.0,0,0.0,0.0,220.0,3608.0
4,38,5.0,5.0,2.0,0,0.0,0.0,336.0,3944.0
4,39,0.0,4.0,5.0,0,0.0,5.0,208.0,4152.0
4,40,5.0,8.0,4.0,10,5.0,0.0,-271.0,3881.0
4,41,0.0,6.0,7.0,0,0.0,5.0,284.0,4165.0
4,42,0.0,4.0,5.0,0,0.0,0.0,334.0,4499.0
4,43,5.0,8.0,3.0,10,5.0,0.0,-171.0,4328.0
4,44,0.0,6.0,6.0,0,0.0,5.0,290.0,4618.0
4,45,0.0,4.0,5.0,0,0.0,0.0,240.0,4858.0
4,46,5.0,7.0,3.0,10,5.0,0.0,-71.0,4787.0
4,47,0.0,6.0,7.0,0,0.0,5.0,94.0,4881.0
4,48,0.0,4.0,6.0,0,0.0,0.0,234.0,5115.0
4,49,5.0,7.0,4.0,10,5.0,0.0,-77.0,5038.0
5,0,0.0,4.0,3.0,10,5.0,5.0,-175.0,-175.0
5,1,0.0,8.0,6.0,10,5.0,5.0,-209.0,-384.0
5,2,0.0,7.0,4.0,0,0.0,0.0,232.0,-152.0
5,3,5.0,6.0,7.0,10,0.0,5.0,-202.0,-354.0
5,4,5.0,5.0,4.0,0,0.0,0.0,324.0,-30.0
5,5,0.0,3.0,7.0,0,0.0,5.0,296.0,266.0
5,6,5.0,6.0,5.0,10,5.0,0.0,-79.0,187.0
5,7,5.0,4.0,2.0,0,0.0,0.0,436.0,623.0
5,8,5.0,8.0,4.0,10,5.0,5.0,-113.0,510.0
5,9,0.0,6.0,8.0,0,0.0,5.0,184.0,694.0
5,10,0.0,5.0,5.0,0,0.0,0.0,328.0,1022.0
5,11,0.0,3.0,4.0,0,0.0,0.0,250.0,1272.0
5,12,0.0,7.0,7.0,10,5.0,5.0,-211.0,1061.0
5,13,0.0,6.0,4.0,0,0.0,0.0,330.0,1391.0
5,14,5.0,5.0,7.0,10,0.0,5.0,-198.0,1193.0
5,15,5.0,4.0,4.0,0,0.0,0.0,328.0,1521.0
5,16,5.0,8.0,6.0,10,5.0,5.0,-125.0,1396.0
5,17,5.0,7.0,5.0,0,0.0,0.0,122.0,1518.0
5,18,5.0,5.0,2.0,0,0.0,0.0,432.0,1950.0
5,19,0.0,4.0,6.0,0,0.0,5.0,108.0,2058.0
5,20,5.0,8.0,4.0,10,5.0,0.0,-177.0,1881.0
5,21,0.0,6.0,7.0,0,0.0,5.0,284.0,2165.0
5,22,0.0,4.0,4.0,0,0.0,0.0,434.0,2599.0
5,23,0.0,8.0,6.0,10,5.0,5.0,-115.0,2484.0
5,24,0.0,7.0,4.0,0,0.0,0.0,232.0,2716.0
5,25,5.0,5.0,7.0,10,0.0,5.0,-102.0,2614.0
5,26,5.0,4.0,5.0,0,0.0,0.0,228.0,2842.0
5,27,0.0,8.0,3.0,0,5.0,0.0,219.0,3061.0
5,28,5.0,7.0,7.0,10,0.0,5.0,-300.0,2761.0
5,29,5.0,6.0,5.0,0,0.0,0.0,220.0,2981.0
5,30,5.0,5.0,3.0,0,0.0,0.0,236.0,3217.0
5,31,0.0,3.0,7.0,0,0.0,5.0,202.0,3419.0
5,32,5.0,7.0,5.0,10,5.0,0.0,-179.0,3240.0
5,33,5.0,6.0,2.0,0,0.0,0.0,332.0,3572.0
5,34,0.0,5.0,6.0,0,0.0,5.0,104.0,3676.0
5,35,0.0,4.0,4.0,0,0.0,0.0,244.0,3920.0
5,36,0.0,8.0,6.0,10,5.0,5.0,-115.0,3805.0
5,37,0.0,6.0,4.0,0,0.0,0.0,332.0,4137.0
5,38,5.0,5.0,7.0,10,0.0,5.0,-198.0,3939.0
5,39,5.0,3.0,4.0,0,0.0,0.0,428.0,4367.0
5,40,5.0,6.0,6.0,10,5.0,5.0,-21.0,4346.0
5,41,5.0,5.0,5.0,0,0.0,0.0,130.0,4476.0
5,42,5.0,4.0,3.0,0,0.0,0.0,240.0,4716.0
5,43,5.0,8.0,6.0,10,5.0,5.0,-219.0,4497.0
5,44,5.0,7.0,4.0,0,0.0,0.0,222.0,4719.0
5,45,0.0,6.0,7.0,0,0.0,5.0,188.0,4907.0
5,46,0.0,4.0,6.0,0,0.0,0.0,234.0,5141.0
5,47,5.0,8.0,4.0,10,5.0,0.0,-177.0,4964.0
5,48,0.0,7.0,6.0,0,0.0,5.0,284.0,5248.0
5,49,0.0,6.0,5.0,0,0.0,0.0,136.0,5384.0
6,0,0.0,3.0,3.0,10,5.0,5.0,-75.0,-75.0
6,1,0.0,6.0,7.0,10,5.0,5.0,-205.0,-280.0
6,2,0.0,4.0,5.0,0,0.0,0.0,334.0,54.0
6,3,5.0,7.0,4.0,10,5.0,0.0,-171.0,-117.0
6,4,0.0,6.0,8.0,0,0.0,5.0,88.0,-29.0
6,5,0.0,4.0,7.0,0,0.0,0.0,228.0,199.0
6,6,5.0,7.0,5.0,10,5.0,0.0,-83.0,116.0
6,7,5.0,5.0,4.0,0,0.0,0.0,232.0,348.0
6,8,0.0,4.0,8.0,0,0.0,5.0,96.0,444.0
6,9,5.0,8.0,6.0,10,5.0,0.0,-189.0,255.0
6,10,5.0,6.0,4.0,0,0.0,0.0,322.0,577.0
6,11,0.0,5.0,8.0,0,0.0,5.0,92.0,669.0
6,12,0.0,3.0,7.0,0,0.0,0.0,232.0,901.0
6,13,5.0,6.0,5.0,10,5.0,0.0,-79.0,822.0
6,14,5.0,4.0,4.0,0,0.0,0.0,236.0,1058.0
6,15,5.0,8.0,8.0,10,5.0,5.0,-325.0,733.0
6,16,5.0,7.0,6.0,0,0.0,0.0,210.0,943.0
6,17,5.0,5.0,5.0,0,0.0,0.0,226.0,1169.0
6,18,5.0,4.0,4.0,0,0.0,0.0,140.0,1309.0
6,19,5.0,7.0,7.0,10,5.0,5.0,-125.0,1184.0
6,20,5.0,5.0,6.0,0,0.0,0.0,220.0,1404.0
6,21,5.0,4.0,5.0,0,0.0,0.0,134.0,1538.0
6,22,0.0,8.0,3.0,0,5.0,0.0,219.0,1757.0
6,23,5.0,7.0,6.0,10,0.0,5.0,-200.0,1557.0
6,24,5.0,5.0,4.0,0,0.0,0.0,326.0,1883.0
6,25,0.0,4.0,8.0,0,0.0,5.0,96.0,1979.0
6,26,5.0,8.0,7.0,10,5.0,0.0,-289.0,1690.0
6,27,5.0,7.0,5.0,0,0.0,0.0,216.0,1906.0
6,28,5.0,6.0,4.0,0,0.0,0.0,132.0,2038.0
6,29,0.0,5.0,8.0,0,0.0,5.0,92.0,2130.0
6,30,0.0,4.0,7.0,0,0.0,0.0,132.0,2262.0
6,31,5.0,7.0,6.0,10,5.0,0.0,-183.0,2079.0
6,32,5.0,6.0,4.0,0,0.0,0.0,226.0,2305.0
6,33,0.0,4.0,8.0,0,0.0,5.0,192.0,2497.0
6,34,5.0,8.0,7.0,10,5.0,0.0,-289.0,2208.0
6,35,5.0,6.0,6.0,0,0.0,0.0,216.0,2424.0
6,36,5.0,4.0,5.0,0,0.0,0.0,230.0,2654.0
6,37,0.0,8.0,4.0,0,5.0,0.0,119.0,2773.0
6,38,5.0,6.0,8.0,10,0.0,5.0,-206.0,2567.0
6,39,5.0,4.0,6.0,0,0.0,0.0,318.0,2885.0
6,40,0.0,8.0,5.0,0,5.0,0.0,113.0,2998.0
6,41,0.0,7.0,4.0,0,0.0,0.0,138.0,3136.0
6,42,5.0,5.0,7.0,10,0.0,5.0,-102.0,3034.0
6,43,5.0,3.0,6.0,0,0.0,0.0,228.0,3262.0
6,44,0.0,7.0,5.0,0,5.0,0.0,117.0,3379.0
6,45,0.0,5.0,3.0,0,0.0,0.0,342.0,3721.0
6,46,5.0,2.0,6.0,10,0.0,5.0,12.0,3733.0
6,47,0.0,6.0,4.0,0,5.0,0.0,221.0,3954.0
6,48,5.0,5.0,8.0,10,0.0,5.0,-298.0,3656.0
6,49,5.0,3.0,6.0,0,0.0,0.0,322.0,3978.0
7,0,0.0,3.0,3.0,10,5.0,5.0,-75.0,-75.0
7,1,0.0,6.0,6.0,10,5.0,5.0,-105.0,-180.0
7,2,0.0,4.0,4.0,0,0.0,0.0,340.0,160.0
7,3,0.0,7.0,7.0,10,5.0,5.0,-115.0,45.0
7,4,0.0,5.0,5.0,0,0.0,0.0,330.0,375.0
7,5,0.0,3.0,4.0,0,0.0,0.0,250.0,625.0
7,6,0.0,7.0,8.0,10,5.0,5.0,-311.0,314.0
7,7,0.0,4.0,6.0,0,0.0,0.0,424.0,738.0
7,8,5.0,7.0,4.0,10,5.0,0.0,-77.0,661.0
7,9,0.0,5.0,7.0,0,0.0,5.0,288.0,949.0
7,10,0.0,3.0,5.0,0,0.0,0.0,338.0,1287.0
7,11,5.0,6.0,3.0,10,5.0,0.0,-67.0,1220.0
7,12,0.0,3.0,6.0,0,0.0,5.0,398.0,1618.0
7,13,5.0,7.0,4.0,10,5.0,0.0,-173.0,1445.0
7,14,0.0,5.0,7.0,0,0.0,5.0,288.0,1733.0
7,15,0.0,3.0,5.0,0,0.0,0.0,338.0,2071.0
7,16,5.0,6.0,4.0,10,5.0,0.0,-167.0,1904.0
7,17,0.0,3.0,7.0,0,0.0,5.0,392.0,2296.0
7,18,5.0,5.0,5.0,10,5.0,0.0,21.0,2317.0
7,19,5.0,3.0,2.0,0,0.0,0.0,440.0,2757.0
7,20,5.0,6.0,5.0,10,5.0,5.0,-109.0,2648.0
7,21,5.0,4.0,3.0,0,0.0,0.0,336.0,2984.0
7,22,5.0,7.0,7.0,10,5.0,5.0,-219.0,2765.0
7,23,5.0,5.0,5.0,0,0.0,0.0,320.0,3085.0
7,24,5.0,4.0,3.0,0,0.0,0.0,240.0,3325.0
7,25,5.0,7.0,6.0,10,5.0,5.0,-119.0,3206.0
7,26,5.0,5.0,5.0,0,0.0,0.0,226.0,3432.0
7,27,5.0,3.0,4.0,0,0.0,0.0,240.0,3672.0
7,28,5.0,6.0,7.0,10,5.0,5.0,-121.0,3551.0
7,29,5.0,5.0,5.0,0,0.0,0.0,224.0,3775.0
7,30,5.0,4.0,2.0,0,0.0,0.0,340.0,4115.0
7,31,5.0,7.0,5.0,10,5.0,5.0,-113.0,4002.0
7,32,5.0,5.0,3.0,0,0.0,0.0,332.0,4334.0
7,33,0.0,3.0,6.0,0,0.0,5.0,302.0,4636.0
7,34,5.0,6.0,5.0,10,5.0,0.0,-173.0,4463.0
7,35,5.0,4.0,2.0,0,0.0,0.0,436.0,4899.0
7,36,5.0,7.0,5.0,10,5.0,5.0,-113.0,4786.0
7,37,5.0,6.0,3.0,0,0.0,0.0,232.0,5018.0
7,38,0.0,5.0,6.0,0,0.0,5.0,198.0,5216.0
7,39,0.0,3.0,5.0,0,0.0,0.0,244.0,5460.0
7,40,5.0,6.0,4.0,10,5.0,0.0,-167.0,5293.0
